diagram_id,main_category,subcategory,assignment_type,extraction_success,extraction_time_ms,extraction_cost,evaluation_time_ms,overall_score,overall_pass,angle_labels_matches_arcs_passed,angle_labels_matches_arcs_message,diagram_fully_in_canvas_passed,diagram_fully_in_canvas_message,labels_associated_with_elements_passed,labels_associated_with_elements_message,diagram_elements_dont_problematically_overlap_passed,diagram_elements_dont_problematically_overlap_message,diagram_elements_are_readable_size_passed,diagram_elements_are_readable_size_message,shape_outlines_are_closed_passed,shape_outlines_are_closed_message,core_mathematical_properties_of_shapes_correct_passed,core_mathematical_properties_of_shapes_correct_message,labeled_lengths_areas_match_proportions_passed,labeled_lengths_areas_match_proportions_message,schema_validation_passed,schema_validation_message
20,2d shapes,triangle,unknown,True,16564.589023590088,0.01197125,1.360177993774414,1.0,True,,No angle indicators to check,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
21,2d shapes,triangle,unknown,True,21900.74896812439,0.01611,1.8329620361328125,1.0,True,,No angle indicators to check,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
22,2d shapes,triangle,unknown,True,36224.68304634094,0.01568375,7.801055908203125,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (2 total): Label 'base = 12 units' -> segment (distance=0.0pt); Label 'height = 8 units' -> shape_edge (polygon) (distance=7.4pt),True,No problematic overlaps detected,True,All elements >= 2.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
23,2d shapes,triangle,unknown,True,26863.054037094116,0.01228875,14.27006721496582,1.0,True,True,No angle labels present; Right-angle symbols consistent,True,Diagram is fully in canvas,True,Labels assigned (2 total): Label '8' -> segment (distance=8.4pt); Label '5' -> segment (distance=7.2pt),True,No problematic overlaps detected,True,All elements >= 2.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
24,2d shapes,triangle,unknown,True,16001.548767089844,0.011685,0.7243156433105469,1.0,True,,No angle indicators to check,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
25,2d shapes,triangle,unknown,True,12376.39093399048,0.0123125,7.207155227661133,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'A' -> segment (distance=0.0pt); Label 'B' -> segment (distance=0.0pt); Label '4 units' -> segment (distance=4.3pt) (ties noted: Text label 'A' ties elements (difference=0.0pt); Text label 'B' ties elements (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 0.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
26,2d shapes,triangle,unknown,True,19049.45206642151,0.01203,1.1489391326904297,0.8,False,,No angle indicators to check,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 2.3pt,False,shape (triangle) vertices do not wrap to close the outline; shape (triangle) vertices do not wrap to close the outline,True,Shape parameters are non-degenerate,,No numeric labels to check,,
27,2d shapes,triangle,unknown,True,12848.42014312744,0.0086075,2.811193466186523,1.0,True,,No angle indicators to check,True,Diagram is fully in canvas,,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
28,2d shapes,triangle,unknown,True,11986.289739608765,0.0099375,5.099058151245117,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'A' -> shape (polygon) (inside shape); Label 'B' -> shape (polygon) (inside shape); Label 'C' -> shape (polygon) (inside shape),True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
29,2d shapes,triangle,unknown,True,10462.440013885498,0.0095425,2.7933120727539062,1.0,True,N/A,No angle labels or right-angle symbols to evaluate,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
30,2d shapes,triangle,unknown,False,33939.801931381226,0.01188125,7.545333000052779,0.5,False,False,"Right-angle symbol at (112.0, 3.6) does not align with two diagram edges",False,"line_segments bbox ((108.4, 144.5) to (108.4, 144.5)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (2 total): Label '6 units' -> segment (distance=9.6pt); Label '4 units' -> shape_edge (polygon) (distance=9.5pt) (ties noted: Numeric label '6 units' ties edges (difference=0.0pt)),True,No problematic overlaps detected,False,Elements below readability threshold 1.7pt: line segment (0.0pt); line segment (0.0pt); line segment (0.0pt),True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,False,"Schema validation failed: 28 validation errors for TikzIR
line_segments.0.from.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.5, 2], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.0.from.list[float].1
  Input should be a valid number [type=float_type, input_value=[1.5, 0], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.0.from.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.5, 2], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.0.from.list[float].1
  Input should be a valid number [type=float_type, input_value=[1.5, 0], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.0.to.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.5, 2], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.0.to.list[float].1
  Input should be a valid number [type=float_type, input_value=[1.5, 0], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.0.to.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.5, 2], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.0.to.list[float].1
  Input should be a valid number [type=float_type, input_value=[1.5, 0], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.1.from.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.2, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.1.from.list[float].1
  Input should be a valid number [type=float_type, input_value=[0, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.1.from.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.2, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.1.from.list[float].1
  Input should be a valid number [type=float_type, input_value=[0, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.1.to.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.2, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.1.to.list[float].1
  Input should be a valid number [type=float_type, input_value=[0, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.1.to.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.2, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.1.to.list[float].1
  Input should be a valid number [type=float_type, input_value=[0, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.2.from.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.8, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.2.from.list[float].1
  Input should be a valid number [type=float_type, input_value=[3, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.2.from.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.8, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.2.from.list[float].1
  Input should be a valid number [type=float_type, input_value=[3, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.2.to.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.8, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.2.to.list[float].1
  Input should be a valid number [type=float_type, input_value=[3, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.2.to.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.8, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
line_segments.2.to.list[float].1
  Input should be a valid number [type=float_type, input_value=[3, -0.15], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
nodes.0.at.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.5, -0.2], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
nodes.0.at.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.5, -0.2], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
nodes.1.at.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.7, 1], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type
nodes.1.at.list[float].0
  Input should be a valid number [type=float_type, input_value=[1.7, 1], input_type=list]
    For further information visit https://errors.pydantic.dev/2.11/v/float_type"
31,2d shapes,triangle,unknown,True,22484.089136123657,0.01703375,3.0069351196289062,0.8571428571428571,False,N/A,No angle labels or right-angle symbols to evaluate,True,Diagram is fully in canvas,True,Labels assigned (1 total): Label 'x' -> arc (distance=0.3pt),False,"Arc start endpoint (198.6, 32.7) is 6.5pt from nearest edge",True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
32,2d shapes,triangle,unknown,False,28228.821754455566,0.01325,10.70570945739746,0.6666666666666666,False,False,"Right-angle symbol at (85.4, 62.6) does not align with two diagram edges",True,No canvas constraints applied,True,Labels assigned (2 total): Label 'base = 4 units' -> segment (distance=8.5pt); Label 'height = 5 units' -> shape_edge (polygon) (distance=0.0pt) (ties noted: Numeric label 'base = 4 units' ties edges (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 1.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=4) vs ((no id), label=5) → rel. error 0.250",False,"Schema validation failed: 1 validation error for TikzIR
shapes.0.polygon.cycle
  Field required [type=missing, input_value={'type': 'polygon', 'vert...1, 2]], 'fill': 'LBlue'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.11/v/missing"
