diagram_id,main_category,subcategory,assignment_type,extraction_success,extraction_time_ms,extraction_cost,evaluation_time_ms,overall_score,overall_pass,angle_labels_matches_arcs_passed,angle_labels_matches_arcs_message,diagram_fully_in_canvas_passed,diagram_fully_in_canvas_message,labels_associated_with_elements_passed,labels_associated_with_elements_message,diagram_elements_dont_problematically_overlap_passed,diagram_elements_dont_problematically_overlap_message,diagram_elements_are_readable_size_passed,diagram_elements_are_readable_size_message,shape_outlines_are_closed_passed,shape_outlines_are_closed_message,core_mathematical_properties_of_shapes_correct_passed,core_mathematical_properties_of_shapes_correct_message,labeled_lengths_areas_match_proportions_passed,labeled_lengths_areas_match_proportions_message,schema_validation_passed,schema_validation_message
11,2d shapes,triangle,unknown,True,4448.4288692474365,0.0064659999999999,2.321958541870117,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'R' -> shape (polygon) (inside shape); Label 'S' -> shape (polygon) (inside shape); Label 'T' -> shape (polygon) (inside shape),True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
12,2d shapes,triangle,unknown,True,7162.124156951904,0.011526,11.459827423095703,0.75,False,False,"Right-angle symbol at (31.9, -1.1) does not align with two diagram edges; Right-angle symbol at (13.7, 7.4) does not align with two diagram edges; Right-angle symbol at (42.1, 15.9) does not align with two diagram edges",True,No canvas constraints applied,True,Labels assigned (3 total): Label 'h_1' -> segment (distance=0.0pt); Label 'h_2' -> segment (distance=0.0pt); Label 'h_3' -> segment (distance=0.0pt) (ties noted: Numeric label 'h_1' ties edges (difference=0.0pt); Numeric label 'h_2' ties edges (difference=1.8pt) (+1 more ties)),True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=1) vs ((no id), label=2) → rel. error 1.549; Length proportion mismatch: ((no id), label=1) vs ((no id), label=3) → rel. error 1.942; Length proportion mismatch: ((no id), label=2) vs ((no id), label=3) → rel. error 0.154",,
13,2d shapes,triangle,unknown,True,3198.2760429382324,0.00778,7.452964782714844,0.875,False,True,No angle labels present; Right-angle symbols consistent,True,No canvas constraints applied,True,Labels assigned (2 total): Label '5 units' -> segment (distance=1.4pt); Label '5 units' -> shape_edge (polygon) (distance=0.0pt) (ties noted: Numeric label '5 units' ties edges (difference=2.8pt); Numeric label '5 units' ties edges (difference=1.4pt)),False,Node '5 units' sits directly on top of a diagram edge,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
14,2d shapes,triangle,unknown,True,9468.531847000122,0.012502,19.130945205688477,0.5714285714285714,False,N/A,No angle labels or right-angle symbols to evaluate,False,"shapes bbox ((-144.5, -36.1) to (0.0, 144.5)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (3 total): Label 'Q' -> shape (triangle) (inside shape); Label 'P' -> shape (triangle) (inside shape); Label 'R' -> shape (triangle) (inside shape),False,"Arc start endpoint (115.6, 72.3) is 21.7pt from nearest edge; Arc end endpoint (94.0, 94.0) is 21.7pt from nearest edge; Arc start endpoint (50.6, 115.6) is 21.7pt from nearest edge (+5 more)",False,Elements below readability threshold 2.9pt: line segment (0.0pt); line segment (0.0pt); line segment (0.0pt) (+1 more),True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
15,2d shapes,triangle,unknown,True,3929.800033569336,0.00856,5.445957183837891,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (6 total): Label 'A_1' -> shape_edge (triangle) (distance=0.0pt); Label 'B_1' -> shape_edge (triangle) (distance=0.0pt); Label 'C_1' -> shape_edge (triangle) (distance=0.0pt); Label 'A_2' -> shape_edge (triangle) (distance=0.0pt); Label 'B_2' -> shape_edge (triangle) (distance=0.0pt); Label 'C_2' -> shape_edge (triangle) (distance=0.0pt),True,No problematic overlaps detected,True,All elements >= 2.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
16,2d shapes,triangle,unknown,True,11053.874969482422,0.0109959999999999,8.14509391784668,0.8571428571428571,False,True,Angle labels match arcs (1/1); No right-angle symbols present,True,Diagram is fully in canvas,True,Labels assigned (1 total): Label 'A = 48°' -> arc (distance=4.7pt),False,"Arc start endpoint (92.9, 32.6) is 7.1pt from nearest edge",True,All elements >= 0.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
17,2d shapes,triangle,unknown,True,5253.460884094238,0.010162,18.918991088867188,0.8571428571428571,False,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (8 total): Label 'Triangle 1' -> segment (distance=6.2pt); Label 'Triangle 2' -> segment (distance=6.2pt); Label 'Area = 1 square unit' -> shape_edge (triangle) (distance=7.2pt); Label 'Area = 1.5 square units' -> shape_edge (triangle) (distance=7.2pt); Label 'base = 1' -> segment (distance=0.0pt); Label 'height = 2' -> segment (distance=0.0pt); Label 'base = 3' -> segment (distance=0.0pt); Label 'height = 1' -> segment (distance=0.0pt) (ties noted: Numeric label 'Triangle 1' ties edges (difference=1.1pt); Numeric label 'Triangle 2' ties edges (difference=1.1pt)),True,No problematic overlaps detected,True,All elements >= 1.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=1) vs ((no id), label=2) → rel. error 0.333; Length proportion mismatch: ((no id), label=1) vs ((no id), label=1) → rel. error 0.500; Length proportion mismatch: ((no id), label=1) vs ((no id), label=1.5) → rel. error 0.500 (+14 more)",,
18,2d shapes,triangle,unknown,True,3675.2407550811768,0.007092,4.415035247802734,0.8333333333333334,False,,No angle indicators to check,True,Diagram is fully in canvas,True,Labels assigned (5 total): Label 'A' -> shape (polygon) (inside shape); Label 'B' -> shape (polygon) (inside shape); Label 'C' -> shape (polygon) (inside shape); Label '8' -> shape_edge (polygon) (distance=0.0pt); Label '6' -> shape_edge (polygon) (distance=8.4pt),False,Node '8' sits directly on top of a diagram edge,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
19,2d shapes,triangle,unknown,True,2634.852886199951,0.006196,2.2780895233154297,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'A' -> shape (polygon) (inside shape); Label 'B' -> shape (polygon) (inside shape); Label 'C' -> shape (polygon) (inside shape),True,No problematic overlaps detected,True,All elements >= 0.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
20,2d shapes,triangle,unknown,True,2585.0768089294434,0.007398,3.3168792724609375,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'P' -> shape (polygon) (inside shape); Label 'Q' -> shape (polygon) (inside shape); Label 'R' -> shape (polygon) (inside shape),True,No problematic overlaps detected,True,All elements >= 1.0pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
21,2d shapes,triangle,unknown,True,6027.329921722412,0.008508,8.958816528320312,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (6 total): Label 'A' -> shape (polygon) (inside shape); Label 'B' -> shape (polygon) (inside shape); Label 'C' -> shape (polygon) (inside shape); Label 'A'' -> shape (polygon) (inside shape); Label 'B'' -> shape (polygon) (inside shape); Label 'C'' -> shape (polygon) (inside shape),True,No problematic overlaps detected,True,All elements >= 1.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
22,2d shapes,triangle,unknown,True,7780.163049697876,0.008308,7.574081420898437,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (2 total): Label 'base = 12 units' -> segment (distance=0.0pt); Label 'height = 8 units' -> shape_edge (polygon) (distance=7.4pt),True,No problematic overlaps detected,True,All elements >= 2.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
23,2d shapes,triangle,unknown,True,4131.930828094482,0.007804,6.780147552490234,1.0,True,True,No angle labels present; Right-angle symbols consistent,True,Diagram is fully in canvas,True,Labels assigned (2 total): Label '8' -> segment (distance=8.4pt); Label '5' -> segment (distance=7.2pt),True,No problematic overlaps detected,True,All elements >= 2.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
24,2d shapes,triangle,unknown,True,3034.1720581054688,0.006084,2.2897720336914062,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'D' -> shape (polygon) (inside shape); Label 'E' -> shape (polygon) (inside shape); Label 'F' -> shape (polygon) (inside shape),True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
25,2d shapes,triangle,unknown,True,4804.410934448242,0.008928,6.255865097045898,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'A' -> segment (distance=0.0pt); Label 'B' -> segment (distance=0.0pt); Label '4 units' -> segment (distance=4.3pt) (ties noted: Text label 'A' ties elements (difference=0.0pt); Text label 'B' ties elements (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 0.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
26,2d shapes,triangle,unknown,True,3386.59405708313,0.006948,4.201173782348633,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (6 total): Label 'A' -> shape (triangle) (inside shape); Label 'B' -> shape (triangle) (inside shape); Label 'C' -> shape (triangle) (inside shape); Label 'A'' -> shape (triangle) (inside shape); Label 'B'' -> shape (triangle) (inside shape); Label 'C'' -> shape (triangle) (inside shape),True,No problematic overlaps detected,True,All elements >= 2.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
27,2d shapes,triangle,unknown,True,2992.9819107055664,0.007896,2.685070037841797,1.0,True,,No angle indicators to check,True,Diagram is fully in canvas,,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
28,2d shapes,triangle,unknown,True,3278.9077758789062,0.0064399999999999,2.3081302642822266,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'A' -> shape (polygon) (inside shape); Label 'B' -> shape (polygon) (inside shape); Label 'C' -> shape (polygon) (inside shape),True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
29,2d shapes,triangle,unknown,True,76447.41702079773,0.008336,16.166210174560547,1.0,True,,No angle indicators to check,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
30,2d shapes,triangle,unknown,True,9040.30990600586,0.008248,47.00303077697754,1.0,True,True,No angle labels present; Right-angle symbols consistent,True,Diagram is fully in canvas,True,Labels assigned (2 total): Label '6 units' -> segment (distance=9.6pt); Label '4 units' -> shape_edge (polygon) (distance=9.5pt) (ties noted: Numeric label '6 units' ties edges (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
31,2d shapes,triangle,unknown,True,4205.7249546051025,0.008506,51.85604095458984,0.875,False,N/A,No angle labels or right-angle symbols to evaluate,True,Diagram is fully in canvas,True,Labels assigned (1 total): Label 'x' -> shape (polygon) (inside shape),False,"Arc start endpoint (198.6, 32.7) is 6.5pt from nearest edge",True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
32,2d shapes,triangle,unknown,True,10628.33571434021,0.0076619999999999,33.63037109375,0.75,False,False,"Right-angle symbol at (85.4, 62.6) does not align with two diagram edges",True,No canvas constraints applied,True,Labels assigned (2 total): Label 'base = 4 units' -> segment (distance=8.5pt); Label 'height = 5 units' -> shape_edge (polygon) (distance=0.0pt) (ties noted: Numeric label 'base = 4 units' ties edges (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 1.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=4) vs ((no id), label=5) → rel. error 0.250",,
33,2d shapes,triangle,unknown,True,11946.297645568848,0.0117939999999999,150.0997543334961,0.7142857142857143,False,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (9 total): Label 'A' -> shape (polygon) (inside shape); Label 'B' -> shape (polygon) (inside shape); Label 'C' -> shape (polygon) (inside shape); Label 'h_1' -> segment (distance=0.0pt); Label 'Base: AB' -> shape (polygon) (inside shape); Label 'h_2' -> shape_edge (polygon) (distance=7.4pt); Label 'Base: AC' -> shape (polygon) (distance=0.0pt); Label 'h_3' -> segment (distance=11.4pt); Label 'Base: BC' -> shape (polygon) (inside shape) (ties noted: Numeric label 'h_1' ties edges (difference=0.0pt); Numeric label 'h_2' ties edges (difference=0.0pt)),False,Nodes 'h_2' and 'Base: BC' overlap (2.9 pt²),True,All elements >= 1.3pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=1) vs ((no id), label=2) → rel. error 38.294; Length proportion mismatch: ((no id), label=1) vs ((no id), label=3) → rel. error 51.718; Length proportion mismatch: ((no id), label=2) vs ((no id), label=3) → rel. error 0.342",,
34,2d shapes,triangle,unknown,True,8007.931232452393,0.0119879999999999,72.06606864929199,0.8571428571428571,False,True,No angle labels present; Right-angle symbols consistent,False,"shapes bbox ((11.6, 5.8) to (505.1, 267.8)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (3 total): Label 'w' -> shape (polygon) (inside shape); Label '14.5' -> shape_edge (polygon) (distance=0.0pt); Label '28^ 0' -> shape_edge (polygon) (distance=4.2pt),True,No problematic overlaps detected,True,All elements >= 2.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
35,2d shapes,triangle,unknown,True,77426.30791664124,0.028092,62.47305870056152,0.7142857142857143,False,N/A,No angle labels or right-angle symbols to evaluate,False,"shapes bbox ((323.8, 16.2) to (566.6, 178.1)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (7 total): Label 'A' -> shape (triangle) (inside shape); Label 'B' -> shape (triangle) (inside shape); Label 'C' -> shape (triangle) (inside shape); Label 'D' -> shape (triangle) (inside shape); Label 'E' -> shape (triangle) (inside shape); Label 'F' -> shape (triangle) (inside shape); Label 'Similar Triangles \triangle ABC \sim \triangle DEF' -> shape (triangle) (distance=24.8pt),False,"Arc start endpoint (190.1, 48.5) is 4.0pt from nearest edge; Arc end endpoint (109.9, 124.5) is 4.8pt from nearest edge; Arc start endpoint (549.4, 43.6) is 5.6pt from nearest edge (+1 more)",True,All elements >= 1.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
36,2d shapes,triangle,unknown,True,9418.89214515686,0.0074459999999999,46.242713928222656,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (5 total): Label 'A' -> shape (triangle) (inside shape); Label 'B' -> shape (triangle) (inside shape); Label 'C' -> shape (triangle) (inside shape); Label 'B'' -> segment (distance=50.9pt); Label 'p' -> segment (distance=0.0pt),True,No problematic overlaps detected,True,All elements >= 2.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
37,2d shapes,triangle,unknown,True,4686.8250370025635,0.0077919999999999,44.4488525390625,0.8571428571428571,False,True,No angle labels present; Right-angle symbols consistent,False,"node bbox ((82.1, -24.7) to (134.8, -18.7)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (2 total): Label 'base = 6 units' -> segment (distance=7.8pt); Label 'height = 4 units' -> segment (distance=10.3pt) (ties noted: Numeric label 'height = 4 units' ties edges (difference=0.6pt)),True,No problematic overlaps detected,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
38,2d shapes,triangle,unknown,True,3337.76593208313,0.005516,2.7866363525390625,1.0,True,,No angle indicators to check,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
39,2d shapes,triangle,unknown,True,3450.6850242614746,0.006554,9.68003273010254,1.0,True,,No angle indicators to check,True,Diagram is fully in canvas,,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
40,2d shapes,triangle,unknown,True,4981.758832931519,0.0106139999999999,74.79023933410645,0.8333333333333334,False,,No angle indicators to check,False,"node bbox ((-41.4, -6.0) to (-36.1, 0.0)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (12 total): Label '4' -> shape_edge (polygon) (distance=7.2pt); Label '5' -> shape_edge (polygon) (distance=18.7pt); Label '6' -> shape_edge (polygon) (distance=7.9pt); Label 'A' -> shape (polygon) (inside shape); Label 'B' -> shape (polygon) (inside shape); Label 'C' -> shape (polygon) (inside shape); Label '?' -> shape (polygon) (distance=8.0pt); Label '7.5' -> shape_edge (polygon) (distance=18.7pt); Label '9' -> shape_edge (polygon) (distance=7.9pt); Label 'D' -> shape (polygon) (inside shape); Label 'E' -> shape (polygon) (inside shape); Label 'F' -> shape (polygon) (inside shape),True,No problematic overlaps detected,True,All elements >= 1.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
41,2d shapes,triangle,unknown,True,9453.12476158142,0.012072,124.7091293334961,0.625,False,False,"Right-angle symbol at (292.0, 2.9) does not align with two diagram edges",False,"line_segments bbox ((180.7, -10.8) to (397.5, -10.8)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (6 total): Label 'base = 10' -> segment (distance=0.6pt); Label 'height = 8' -> segment (distance=0.0pt); Label 'Area = 40' -> shape_edge (polygon) (distance=2.6pt); Label 'base = 15' -> segment (distance=0.6pt); Label 'height = 12' -> segment (distance=0.0pt); Label 'Area = 90' -> segment (distance=18.7pt) (ties noted: Numeric label 'height = 8' ties edges (difference=0.0pt); Numeric label 'Area = 90' ties edges (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 2.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=10) vs ((no id), label=40) → rel. error 4.000; Length proportion mismatch: ((no id), label=10) vs ((no id), label=90) → rel. error 6.500; Length proportion mismatch: ((no id), label=40) vs ((no id), label=15) → rel. error 0.800 (+4 more)",,
42,2d shapes,triangle,unknown,True,3574.408054351806,0.008058,50.68802833557129,0.5714285714285714,False,False,Arc id=unknown spans 45.0° but label reads 35.0°; Angle label '90°' is 131.1pt from nearest arc,True,No canvas constraints applied,False,Angle label '90°' is 131.1pt from nearest arc (limit 55.0pt),False,"Arc start endpoint (201.5, 15.3) is 2.4pt from nearest edge; Arc end endpoint (17.8, 161.0) is 1.4pt from nearest edge",True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
43,2d shapes,triangle,unknown,True,6681.282043457031,0.009786,90.8188819885254,0.7142857142857143,False,False,Arc id=unknown spans 60.0° but label reads 2.0°; Arc id=unknown spans 60.0° but label reads 3.0°; Arc id=unknown spans 60.0° but label reads 10.0°,True,No canvas constraints applied,True,Labels assigned (6 total): Label 'A' -> shape (polygon) (inside shape); Label 'B' -> shape (polygon) (inside shape); Label 'C' -> shape (polygon) (inside shape); Label '(2x + 10)°' -> arc (distance=0.0pt); Label '(3x - 20)°' -> arc (distance=24.3pt); Label '(x + 10)°' -> arc (distance=12.5pt),False,Node '(2x + 10)°' sits directly on top of a diagram edge,True,All elements >= 2.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
44,2d shapes,triangle,unknown,True,3723.320960998535,0.0071839999999999,16.326904296875,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,"Labels assigned (3 total): Label '(2,1)' -> shape_edge (triangle) (distance=0.0pt); Label '(6,1)' -> shape_edge (triangle) (distance=0.0pt); Label '(4,7)' -> shape_edge (triangle) (distance=0.0pt)",True,No problematic overlaps detected,True,All elements >= 1.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
