diagram_id,main_category,subcategory,assignment_type,extraction_success,extraction_time_ms,extraction_cost,evaluation_time_ms,overall_score,overall_pass,angle_labels_matches_arcs_passed,angle_labels_matches_arcs_message,diagram_fully_in_canvas_passed,diagram_fully_in_canvas_message,labels_associated_with_elements_passed,labels_associated_with_elements_message,diagram_elements_dont_problematically_overlap_passed,diagram_elements_dont_problematically_overlap_message,diagram_elements_are_readable_size_passed,diagram_elements_are_readable_size_message,shape_outlines_are_closed_passed,shape_outlines_are_closed_message,core_mathematical_properties_of_shapes_correct_passed,core_mathematical_properties_of_shapes_correct_message,labeled_lengths_areas_match_proportions_passed,labeled_lengths_areas_match_proportions_message,schema_validation_passed,schema_validation_message
11,2d shapes,triangle,unknown,True,3388.8771533966064,0.0010484,4.004240036010742,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'R' -> shape (triangle) (inside shape); Label 'S' -> shape (triangle) (inside shape); Label 'T' -> shape (triangle) (inside shape),True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
12,2d shapes,triangle,unknown,True,10487.622022628784,0.0012233,40.33088684082031,0.625,False,False,"Right-angle symbol at (34.1, 2.8) does not align with two diagram edges; Right-angle symbol at (5.7, -2.8) does not correspond to a 90° corner (closest 11.5°); Right-angle symbol at (5.7, 11.4) does not align with two diagram edges",True,No canvas constraints applied,True,Labels assigned (3 total): Label 'h_1' -> segment (distance=0.0pt); Label 'h_2' -> segment (distance=0.0pt); Label 'h_3' -> segment (distance=0.0pt) (ties noted: Numeric label 'h_1' ties edges (difference=0.0pt); Numeric label 'h_3' ties edges (difference=0.0pt)),False,Node 'h_2' sits directly on top of a diagram edge; Node 'h_3' sits directly on top of a diagram edge,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=1) vs ((no id), label=2) → rel. error 0.450; Length proportion mismatch: ((no id), label=1) vs ((no id), label=3) → rel. error 1.742; Length proportion mismatch: ((no id), label=2) vs ((no id), label=3) → rel. error 0.891",,
13,2d shapes,triangle,unknown,True,4864.681005477905,0.001063,7.647037506103516,0.875,False,True,No angle labels present; Right-angle symbols consistent,True,No canvas constraints applied,True,Labels assigned (2 total): Label '5 units' -> segment (distance=1.4pt); Label '5 units' -> shape_edge (triangle) (distance=0.0pt) (ties noted: Numeric label '5 units' ties edges (difference=2.8pt); Numeric label '5 units' ties edges (difference=1.4pt)),False,Node '5 units' sits directly on top of a diagram edge,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
14,2d shapes,triangle,unknown,True,12048.967361450195,0.0011979,18.98026466369629,0.8571428571428571,False,N/A,No angle labels or right-angle symbols to evaluate,True,Diagram is fully in canvas,True,Labels assigned (3 total): Label 'Q' -> shape (triangle) (inside shape); Label 'P' -> shape (triangle) (inside shape); Label 'R' -> shape (triangle) (inside shape),False,"Arc start endpoint (94.0, 72.3) is 21.7pt from nearest edge; Arc end endpoint (72.3, 94.0) is 21.7pt from nearest edge; Arc start endpoint (72.3, 94.0) is 21.7pt from nearest edge (+5 more)",True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
15,2d shapes,triangle,unknown,True,3927.548885345459,0.0011852,2.1941661834716797,1.0,True,,No angle indicators to check,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 2.3pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
16,2d shapes,triangle,unknown,True,8918.465852737427,0.0010823,12.603759765625,0.4285714285714285,False,False,Angle label 'A = 48°' is 300.1pt from nearest arc,False,"node bbox ((393.0, 33.1) to (420.1, 39.1)) exceeds canvas allowance (+/- 5.0pt)",False,Angle label 'A = 48°' is 300.1pt from nearest arc (limit 55.0pt),False,"Arc start endpoint (92.9, 32.6) is 7.1pt from nearest edge",True,All elements >= 0.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
17,2d shapes,triangle,unknown,True,5691.366195678711,0.0011327,19.98615264892578,0.8571428571428571,False,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (8 total): Label 'Triangle 1' -> segment (distance=6.2pt); Label 'Triangle 2' -> segment (distance=6.2pt); Label 'Area = 1 square unit' -> shape_edge (triangle) (distance=7.2pt); Label 'Area = 1.5 square units' -> shape_edge (triangle) (distance=7.2pt); Label 'base = 1' -> segment (distance=0.0pt); Label 'height = 2' -> segment (distance=0.0pt); Label 'base = 3' -> segment (distance=0.0pt); Label 'height = 1' -> segment (distance=0.0pt) (ties noted: Numeric label 'Triangle 1' ties edges (difference=1.1pt); Numeric label 'Triangle 2' ties edges (difference=1.1pt)),True,No problematic overlaps detected,True,All elements >= 1.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=1) vs ((no id), label=2) → rel. error 0.333; Length proportion mismatch: ((no id), label=1) vs ((no id), label=1) → rel. error 0.500; Length proportion mismatch: ((no id), label=1) vs ((no id), label=1.5) → rel. error 0.500 (+14 more)",,
18,2d shapes,triangle,unknown,True,3102.6790142059326,0.0010507,7.081031799316406,0.7142857142857143,False,,No angle indicators to check,True,Diagram is fully in canvas,True,Labels assigned (5 total): Label 'A' -> shape (triangle) (inside shape); Label 'B' -> shape (triangle) (inside shape); Label 'C' -> shape (triangle) (inside shape); Label '8' -> segment (distance=0.0pt); Label '6' -> segment (distance=8.4pt) (ties noted: Numeric label '8' ties edges (difference=0.0pt); Numeric label '6' ties edges (difference=0.0pt)),False,Node '8' sits directly on top of a diagram edge,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=8) vs ((no id), label=6) → rel. error 0.250",,
19,2d shapes,triangle,unknown,True,2518.0881023406982,0.0009961,0.8158683776855469,1.0,True,,No angle indicators to check,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
20,2d shapes,triangle,unknown,True,3634.6569061279297,0.0010579,4.269123077392578,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'P' -> shape (polygon) (inside shape); Label 'Q' -> shape (polygon) (inside shape); Label 'R' -> shape (polygon) (inside shape),True,No problematic overlaps detected,True,All elements >= 1.0pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
21,2d shapes,triangle,unknown,True,3441.687822341919,0.0011581,3.412961959838867,1.0,True,,No angle indicators to check,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
22,2d shapes,triangle,unknown,True,5453.805923461914,0.0011339,7.668972015380859,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (2 total): Label 'base = 12 units' -> segment (distance=0.0pt); Label 'height = 8 units' -> shape_edge (polygon) (distance=7.4pt),True,No problematic overlaps detected,True,All elements >= 2.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
23,2d shapes,triangle,unknown,True,4089.916944503784,0.0010522,7.254600524902344,1.0,True,True,No angle labels present; Right-angle symbols consistent,True,Diagram is fully in canvas,True,Labels assigned (2 total): Label '8' -> segment (distance=8.4pt); Label '5' -> segment (distance=7.2pt),True,No problematic overlaps detected,True,All elements >= 2.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
24,2d shapes,triangle,unknown,True,4822.464942932129,0.0010428,4.458904266357422,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'D' -> shape (triangle) (inside shape); Label 'E' -> shape (triangle) (inside shape); Label 'F' -> shape (triangle) (inside shape),True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
25,2d shapes,triangle,unknown,True,4350.663900375366,0.0010461,6.42704963684082,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'A' -> segment (distance=0.0pt); Label 'B' -> segment (distance=0.0pt); Label '4 units' -> segment (distance=4.3pt),True,No problematic overlaps detected,True,All elements >= 0.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
26,2d shapes,triangle,unknown,True,7482.394695281982,0.0011843,6.749868392944336,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (6 total): Label 'A' -> shape (triangle) (inside shape); Label 'B' -> shape (triangle) (inside shape); Label 'C' -> shape (triangle) (inside shape); Label 'A'' -> shape (triangle) (inside shape); Label 'B'' -> shape (triangle) (inside shape); Label 'C'' -> shape (triangle) (inside shape),True,No problematic overlaps detected,True,All elements >= 2.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
27,2d shapes,triangle,unknown,True,4070.111036300659,0.0010729,4.417896270751953,1.0,True,,No angle indicators to check,True,Diagram is fully in canvas,,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
28,2d shapes,triangle,unknown,True,1661.9701385498047,0.0010442,4.567623138427734,1.0,True,,No angle indicators to check,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
29,2d shapes,triangle,unknown,True,3823.760747909546,0.0011047,2.637147903442383,1.0,True,,No angle indicators to check,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
30,2d shapes,triangle,unknown,True,5439.207077026367,0.0010719,8.016109466552734,1.0,True,True,No angle labels present; Right-angle symbols consistent,True,Diagram is fully in canvas,True,Labels assigned (2 total): Label '6 units' -> segment (distance=9.6pt); Label '4 units' -> shape_edge (triangle) (distance=9.5pt) (ties noted: Numeric label '6 units' ties edges (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
31,2d shapes,triangle,unknown,True,5371.902942657471,0.0010473,9.177923202514648,0.875,False,True,No angle labels present; Right-angle symbols consistent,True,Diagram is fully in canvas,True,Labels assigned (1 total): Label 'x' -> arc (distance=0.3pt),False,"Arc start endpoint (198.6, 32.7) is 6.5pt from nearest edge",True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,True,Labeled lengths/areas match measured proportions,,
32,2d shapes,triangle,unknown,True,4736.328125,0.0010893,11.838912963867188,0.75,False,False,"Right-angle symbol at (85.4, 62.6) does not align with two diagram edges",True,No canvas constraints applied,True,Labels assigned (2 total): Label 'base = 4 units' -> segment (distance=8.5pt); Label 'height = 5 units' -> shape_edge (triangle) (distance=0.0pt) (ties noted: Numeric label 'base = 4 units' ties edges (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 1.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=4) vs ((no id), label=5) → rel. error 0.250",,
33,2d shapes,triangle,unknown,True,7143.63694190979,0.0012288,24.814128875732425,0.7142857142857143,False,,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (6 total): Label 'h_1' -> segment (distance=0.0pt); Label 'Base: AB' -> shape (triangle) (inside shape); Label 'h_2' -> segment (distance=7.4pt); Label 'Base: AC' -> segment (distance=0.0pt); Label 'h_3' -> segment (distance=11.4pt); Label 'Base: BC' -> shape (triangle) (inside shape) (ties noted: Numeric label 'h_1' ties edges (difference=0.0pt); Numeric label 'h_2' ties edges (difference=0.0pt)),False,Nodes 'h_2' and 'Base: BC' overlap (2.9 pt²); Node 'Base: AB' sits directly on top of a diagram edge,True,All elements >= 1.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=1) vs ((no id), label=2) → rel. error 1.620; Length proportion mismatch: ((no id), label=1) vs ((no id), label=3) → rel. error 51.718; Length proportion mismatch: ((no id), label=2) vs ((no id), label=3) → rel. error 19.125",,
34,2d shapes,triangle,unknown,False,9894.25778388977,0.0010971,16.417980194091797,0.75,False,True,Angle labels match arcs (1/1); No right-angle symbols present,False,"shapes bbox ((11.6, 5.8) to (505.1, 267.8)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (1 total): Label '28°' -> arc (distance=8.5pt),True,No problematic overlaps detected,True,All elements >= 2.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,False,"Schema validation failed: 2 validation errors for TikzIR
line_segments.3.style
  Input should be 'solid', 'dashed' or 'dotted' [type=literal_error, input_value='thin', input_type=str]
    For further information visit https://errors.pydantic.dev/2.11/v/literal_error
line_segments.4.style
  Input should be 'solid', 'dashed' or 'dotted' [type=literal_error, input_value='thin', input_type=str]
    For further information visit https://errors.pydantic.dev/2.11/v/literal_error"
35,2d shapes,triangle,unknown,True,18310.470819473267,0.0016581,39.079904556274414,0.7142857142857143,False,N/A,No angle labels or right-angle symbols to evaluate,False,"shapes bbox ((231.3, 11.6) to (404.7, 127.2)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (7 total): Label 'A' -> shape (triangle) (inside shape); Label 'B' -> shape (triangle) (inside shape); Label 'C' -> shape (triangle) (inside shape); Label 'D' -> shape (triangle) (inside shape); Label 'E' -> shape (triangle) (inside shape); Label 'F' -> shape (triangle) (inside shape); Label 'Similar Triangles \triangle ABC \sim \triangle DEF' -> shape (triangle) (distance=24.8pt),False,"Arc start endpoint (197.5, 36.6) is 1.6pt from nearest edge; Arc end endpoint (102.8, 136.7) is 1.9pt from nearest edge; Arc start endpoint (397.8, 22.5) is 1.5pt from nearest edge (+1 more)",True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
36,2d shapes,triangle,unknown,True,2875.1749992370605,0.0010826,1.6129016876220703,1.0,True,,No angle indicators to check,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 2.0pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
37,2d shapes,triangle,unknown,True,3924.1209030151367,0.0010501,10.954141616821287,0.8571428571428571,False,True,No angle labels present; Right-angle symbols consistent,False,"node bbox ((82.1, -24.7) to (134.8, -18.7)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (2 total): Label 'base = 6 units' -> segment (distance=7.8pt); Label 'height = 4 units' -> segment (distance=10.3pt) (ties noted: Numeric label 'height = 4 units' ties edges (difference=0.6pt)),True,No problematic overlaps detected,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
38,2d shapes,triangle,unknown,True,2440.782070159912,0.0009852,2.389669418334961,1.0,True,,No angle indicators to check,True,No canvas constraints applied,,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
39,2d shapes,triangle,unknown,True,2374.6509552001953,0.0010072,2.845287322998047,1.0,True,,No angle indicators to check,True,Diagram is fully in canvas,,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
40,2d shapes,triangle,unknown,True,8338.29379081726,0.0011365,33.113956451416016,0.8571428571428571,False,,No angle indicators to check,True,Diagram is fully in canvas,True,Labels assigned (6 total): Label '4' -> segment (distance=7.2pt); Label '5' -> segment (distance=18.7pt); Label '6' -> segment (distance=7.9pt); Label '?' -> segment (distance=8.0pt); Label '9' -> segment (distance=2.2pt); Label '7.5' -> segment (distance=11.4pt) (ties noted: Numeric label '4' ties edges (difference=0.0pt); Numeric label '5' ties edges (difference=0.0pt) (+3 more ties)),True,No problematic overlaps detected,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=4) vs ((no id), label=5) → rel. error 0.288; Length proportion mismatch: ((no id), label=4) vs ((no id), label=6) → rel. error 0.237; Length proportion mismatch: ((no id), label=4) vs ((no id), label=9) → rel. error 0.855 (+2 more)",,
41,2d shapes,triangle,unknown,True,9225.291728973389,0.0011725,24.898052215576172,0.75,False,N/A,No angle labels or right-angle symbols to evaluate,False,"shapes bbox ((180.7, 0.0) to (397.5, 173.4)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (6 total): Label 'base = 10' -> segment (distance=0.6pt); Label 'height = 8' -> segment (distance=0.0pt); Label 'Area = 40' -> segment (distance=33.1pt); Label 'base = 15' -> segment (distance=0.6pt); Label 'height = 12' -> segment (distance=0.0pt); Label 'Area = 90' -> segment (distance=18.7pt) (ties noted: Numeric label 'height = 8' ties edges (difference=0.0pt); Numeric label 'Area = 40' ties edges (difference=0.0pt) (+2 more ties)),True,No problematic overlaps detected,True,All elements >= 2.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=10) vs ((no id), label=40) → rel. error 4.000; Length proportion mismatch: ((no id), label=10) vs ((no id), label=90) → rel. error 6.500; Length proportion mismatch: ((no id), label=40) vs ((no id), label=15) → rel. error 0.800 (+3 more)",,
42,2d shapes,triangle,unknown,True,4368.354082107544,0.0010874,14.616012573242188,0.5714285714285714,False,False,Arc id=unknown spans 45.0° but label reads 35.0°; Angle label '90°' is 131.1pt from nearest arc,True,No canvas constraints applied,False,Angle label '90°' is 131.1pt from nearest arc (limit 55.0pt),False,"Arc start endpoint (201.5, 15.3) is 2.4pt from nearest edge; Arc end endpoint (17.8, 161.0) is 1.4pt from nearest edge",True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
43,2d shapes,triangle,unknown,True,5039.960861206055,0.0010903,15.23900032043457,1.0,True,N/A,No angle labels or right-angle symbols to evaluate,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'A' -> shape (polygon) (inside shape); Label 'B' -> shape (polygon) (inside shape); Label 'C' -> shape (polygon) (inside shape),True,No problematic overlaps detected,True,All elements >= 2.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
44,2d shapes,triangle,unknown,True,3811.981916427612,0.0010698,3.4439563751220703,1.0,True,,No angle indicators to check,True,No canvas constraints applied,True,"Labels assigned (3 total): Label '(2,1)' -> shape_edge (triangle) (distance=0.0pt); Label '(6,1)' -> shape_edge (triangle) (distance=0.0pt); Label '(4,7)' -> shape_edge (triangle) (distance=0.0pt)",True,No problematic overlaps detected,True,All elements >= 1.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
45,2d shapes,triangle,unknown,True,10589.07699584961,0.0010754,15.642881393432615,0.7142857142857143,False,False,Arc id=unknown spans 63.0° but label reads 65.0°; Arc id=unknown spans 55.0° but label reads 125.0°,True,No canvas constraints applied,True,Labels assigned (3 total): Label 'D' -> segment (distance=0.0pt); Label '65°' -> arc (distance=0.0pt); Label '125°' -> arc (distance=0.3pt),False,"Arc end endpoint (9.8, 19.3) is 3.7pt from nearest edge; Arc start endpoint (137.3, 144.5) is 16.0pt from nearest edge; Arc end endpoint (125.0, 168.2) is 28.9pt from nearest edge",True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,No numeric labels to check,,
46,2d shapes,triangle,unknown,True,8281.008005142212,0.0011515,14.75381851196289,0.7142857142857143,False,False,Arc id=unknown spans 90.0° but label reads 58.0°,True,No canvas constraints applied,True,Labels assigned (1 total): Label '58°' -> arc (distance=2.0pt),False,"Arc start endpoint (60.5, 124.1) is 7.8pt from nearest edge; Arc end endpoint (101.4, 124.1) is 7.8pt from nearest edge",True,All elements >= 3.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,,Not enough labeled pairs to compare proportions,,
47,2d shapes,triangle,unknown,True,3749.44519996643,0.0011206,55.819034576416016,0.2857142857142857,False,False,"Angle label '90°' is 93.5pt from nearest arc; Right-angle symbol at (7.2, 14.5) does not align with two diagram edges; Right-angle symbol at (14.5, 7.2) does not align with two diagram edges",True,No canvas constraints applied,False,Angle label '90°' is 93.5pt from nearest arc (limit 55.0pt),False,"Arc end endpoint (7.2, 119.0) is 7.2pt from nearest edge; Node '60°' sits directly on top of a diagram edge",False,Elements below readability threshold 1.5pt: rectangle (0.0pt); rectangle (0.0pt),True,All shapes marked closed,False,Rectangle has zero area; Rectangle has zero area,,Not enough labeled pairs to compare proportions,,
